event_type,event_cause,veh_type,requires_road_closure,hour,day_of_week,month,location_cluster,incident_distance,priority,resolution_minutes,latitude,longitude
unplanned,vehicle_breakdown,bmtc_bus,False,8,6,2,4,78.73248810056383,Low,92.15843308333334,13.0663282,77.6406836
unplanned,vehicle_breakdown,lcv,False,8,6,2,13,78.71262295491158,High,160.25353588333334,13.1216885,77.6111996
unplanned,vehicle_breakdown,lcv,False,8,6,2,27,78.6732465185516,Low,137.44360948333332,12.8946628,77.6093254
unplanned,vehicle_breakdown,bmtc_bus,False,7,1,3,14,78.56344496105332,Low,159.3976238666667,13.0575059,77.4707456
unplanned,vehicle_breakdown,heavy_vehicle,False,14,6,2,19,78.60221522965622,Low,219.15396115000001,12.8739465,77.5407618
unplanned,others,Unknown,False,12,6,2,6,78.60423627830914,High,355.29140928333334,13.0422012,77.5146886
unplanned,vehicle_breakdown,bmtc_bus,False,6,1,3,5,78.78380225146466,Low,157.75384711666666,12.8960631,77.7211622
unplanned,vehicle_breakdown,private_car,False,10,6,2,16,78.66602805673487,High,12.875068616666665,13.0026038,77.5839949
unplanned,vehicle_breakdown,bmtc_bus,False,9,1,3,38,78.65336932555087,Low,146.13117271666667,12.9752902,77.575733
unplanned,vehicle_breakdown,heavy_vehicle,False,18,6,2,5,78.76759680075436,High,6.3040116,12.9384057,77.697696
unplanned,vehicle_breakdown,bmtc_bus,False,4,3,3,0,78.6603599439114,High,50049.30567383333,12.9638761,77.5847288
unplanned,tree_fall,Unknown,True,9,1,3,1,0.00011610770861689008,Low,19335.92193185,13.0101996,77.5707094
unplanned,others,Unknown,False,21,6,2,5,78.77506576051049,Low,37483.73124831667,12.9363155,77.7056158
planned,construction,Unknown,False,21,0,3,29,78.775617326319,High,797.8949790333334,12.9694641,77.7006492
unplanned,vehicle_breakdown,bmtc_bus,False,7,1,3,6,78.60771305543221,Low,174.2864645,13.0257965,77.5209725
unplanned,vehicle_breakdown,heavy_vehicle,False,19,6,2,25,78.67401880805974,High,83.64316855,12.9832891,77.5953313
unplanned,vehicle_breakdown,bmtc_bus,False,20,6,2,10,78.5844779049201,High,54.19507358333333,12.9365505,77.5123592
unplanned,vehicle_breakdown,lcv,True,20,6,2,15,2.9362050337090095e-05,High,130.78056213333332,13.0154496,77.6619706
unplanned,vehicle_breakdown,heavy_vehicle,True,23,6,2,39,0.0003937989969575254,Low,21.7358081,13.0198211,77.7095427
unplanned,vehicle_breakdown,lcv,False,23,6,2,20,78.79228030439388,Low,27.9064219,13.0198231,77.709122
unplanned,others,Unknown,False,23,6,2,32,78.68301776082521,High,7.9859333999999995,13.0506033,77.5931636
unplanned,vehicle_breakdown,bmtc_bus,False,7,1,3,6,78.60765011708169,Low,166.1471426,13.0258547,77.5208989
unplanned,vehicle_breakdown,bmtc_bus,False,0,0,2,38,78.6654762826755,High,26.021201716666667,12.9937886,77.5849123
unplanned,congestion,Unknown,False,22,6,2,28,78.81617271400215,Low,121.80896639999999,12.938533,77.7469192
unplanned,pot_holes,Unknown,True,3,0,2,21,4.173068415753137e-05,High,96013.89433975,12.9832183,77.5959967
unplanned,vehicle_breakdown,bmtc_bus,False,1,0,2,11,78.72895473524876,High,132.67821625,12.9877654,77.6502818
unplanned,vehicle_breakdown,bmtc_bus,True,4,0,2,24,0.00035822575283986217,Low,2.3185246166666666,12.9801083,77.5708729
unplanned,vehicle_breakdown,bmtc_bus,False,4,0,2,25,78.67119362496571,High,25.868303633333333,12.9801735,77.5929881
unplanned,vehicle_breakdown,bmtc_bus,False,3,0,2,9,78.66917116665721,High,172.71559873333334,12.9246448,77.6002065
unplanned,vehicle_breakdown,private_bus,False,5,0,2,25,78.67296186542976,High,159.07353546666667,12.9738198,77.5958435
unplanned,vehicle_breakdown,ksrtc_bus,False,17,1,3,38,78.66470950180714,Low,143.60936658333333,12.9754964,77.5871962
planned,construction,Unknown,True,17,1,3,33,0.0,Low,18.204745566666666,13.0488014,77.4969913
unplanned,accident,Unknown,False,8,0,2,29,78.78825057463659,Low,73.25848945,12.9662945,77.7139861
unplanned,vehicle_breakdown,heavy_vehicle,False,17,1,3,30,78.63606623109796,High,70.63696841666666,13.0414102,77.5470988
unplanned,others,Unknown,False,8,0,2,0,78.66438684645907,Low,66152.55167653333,12.9514992,77.5908785
unplanned,vehicle_breakdown,private_bus,True,19,0,2,24,4.262769053138245e-05,Low,19.236824650000003,12.9804886,77.5708977
unplanned,vehicle_breakdown,heavy_vehicle,False,20,0,2,10,78.60815714971139,High,149.94646101666666,12.9478647,77.5344773
planned,public_event,Unknown,True,22,0,2,7,0.021836520839856363,Low,1440.0002587333333,12.87879912,77.6376673
unplanned,others,Unknown,False,19,0,2,5,78.77506123322271,Low,3812.03582505,12.9360849,77.7056496
unplanned,congestion,Unknown,False,20,0,2,4,78.71047399860026,High,81.69611898333332,13.0411557,77.6225932
planned,construction,Unknown,True,17,1,3,33,0.00017561069330014454,Low,4680.000158083333,13.04889341,77.49697387
planned,construction,Unknown,True,18,1,3,1,0.00025675237097801096,High,4638.340881133334,13.0324111,77.5338246
unplanned,vehicle_breakdown,heavy_vehicle,False,18,1,3,6,78.60930335585198,High,77.64850833333334,13.039201,77.5203316
unplanned,vehicle_breakdown,heavy_vehicle,False,18,1,3,22,78.69499683565698,High,120.01305813333333,13.0960163,77.5976603
unplanned,road_conditions,Unknown,True,21,0,2,8,0.00010513381949179361,High,1.9296127833333334,12.9694217,77.7007883
unplanned,construction,Unknown,True,21,0,2,8,0.00015813677623593698,High,2852.1638249166667,12.9693517,77.7006465
unplanned,others,Unknown,False,20,0,2,29,78.77429208552985,High,33633.04482655,12.9732799,77.6986686
unplanned,vehicle_breakdown,heavy_vehicle,False,19,0,2,30,78.62824237040276,High,154.91013626666665,13.0321689,77.5407188
unplanned,vehicle_breakdown,private_car,False,19,0,2,22,78.6997273427167,High,130.00631513333332,13.1068426,77.6006299
unplanned,accident,Unknown,False,18,1,3,32,78.67572585110594,High,100.14813695,13.0329252,77.5887408
unplanned,vehicle_breakdown,truck,False,18,0,2,6,78.60692615081041,High,169.93644488333334,13.0409707,77.5176233
unplanned,vehicle_breakdown,truck,False,18,0,2,6,78.60648058697336,High,162.96546043333333,13.0407417,77.51721
unplanned,vehicle_breakdown,private_bus,False,21,1,3,11,78.74809076895122,High,43.70367873333333,12.9963614,77.6682457
unplanned,vehicle_breakdown,bmtc_bus,False,20,1,3,20,78.77697132794248,Low,18.13219815,13.0081647,77.6955524
unplanned,vehicle_breakdown,bmtc_bus,False,19,1,3,29,78.74840838291803,High,69.32542331666667,12.9568439,77.6751699
unplanned,others,Unknown,False,20,1,3,22,78.67814827712466,Low,43.82949801666667,13.1209019,77.5763685
unplanned,vehicle_breakdown,others,False,21,1,3,10,78.62250748382509,High,107.3678888,12.9567235,77.5475467
planned,construction,Unknown,False,20,1,3,29,78.77554797502121,High,358.7885187666667,12.9694209,77.7005861
unplanned,vehicle_breakdown,bmtc_bus,False,21,1,3,19,78.63688107631478,Low,139.56431708333332,12.915425,77.5690071
unplanned,water_logging,Unknown,False,22,0,2,5,78.76468992013503,High,12.326548733333334,12.9392361,77.6946108
unplanned,vehicle_breakdown,lcv,False,22,0,2,16,78.64448853187322,High,141.42640305,13.0176013,77.5596392
unplanned,vehicle_breakdown,others,False,21,0,2,37,78.61028121698031,High,138.19602068333333,12.9829274,77.5307675
unplanned,water_logging,Unknown,False,23,0,2,27,78.66593286278527,High,5883.5771462,12.8996916,77.6010757
unplanned,vehicle_breakdown,private_car,False,20,0,2,22,78.70301378293473,High,157.23345906666665,13.1084671,77.6036885
unplanned,vehicle_breakdown,heavy_vehicle,False,19,1,3,5,78.78286343411237,Low,121.3896996,12.896613,77.7201193
unplanned,vehicle_breakdown,ksrtc_bus,False,0,1,2,37,78.55748825961922,Low,134.17346145,12.986833,77.4765844
unplanned,vehicle_breakdown,others,False,21,1,3,9,78.69354598803021,High,127.29023056666666,12.9063667,77.6279581
unplanned,pot_holes,Unknown,False,22,1,3,10,78.63465211803822,High,20.9808946,12.9610217,77.5591415
planned,construction,Unknown,False,21,1,3,29,78.7755891586174,High,794.55575135,12.9694344,77.7006256
unplanned,pot_holes,Unknown,False,22,1,3,5,78.75585220421927,High,2.4435909666666666,12.9314067,77.686955
unplanned,pot_holes,Unknown,False,22,1,3,10,78.63463531743521,High,17141.22170545,12.9610586,77.5591183
unplanned,pot_holes,Unknown,False,22,1,3,5,78.75585220421927,High,0.8175270333333333,12.9314067,77.686955
unplanned,others,Unknown,False,4,1,12,16,78.66765691767898,High,100585.630588,13.0144246,77.5836645
unplanned,vehicle_breakdown,lcv,False,22,0,2,28,78.81593772341874,Low,125.09635351666667,12.9382222,77.7467327
unplanned,vehicle_breakdown,others,False,1,1,2,16,78.65581941397923,Low,135.69395681666666,13.0146307,77.571627
unplanned,water_logging,Unknown,False,22,1,3,29,78.76992518264518,High,4.628814416666667,12.9753976,77.6938876
unplanned,water_logging,Unknown,False,22,1,3,29,78.76994384855861,High,3358.600665,12.9753714,77.6939109
unplanned,vehicle_breakdown,truck,False,21,1,3,9,78.69260298049556,High,147.09736148333334,12.91212756,77.62604412
unplanned,vehicle_breakdown,heavy_vehicle,False,23,1,3,25,78.701286038262,Low,99.7779376,13.0005948,77.6200809
unplanned,vehicle_breakdown,lcv,False,20,1,3,32,78.65868459815937,High,166.39231765000002,13.047157,77.5690683
unplanned,tree_fall,Unknown,True,0,2,3,1,9.552402839063048e-05,High,3.2378841833333336,13.0188765,77.584007
unplanned,vehicle_breakdown,bmtc_bus,False,23,0,2,28,78.81151554519994,Low,175.734627,12.9877748,77.7339867
unplanned,vehicle_breakdown,others,False,23,0,2,25,78.67357203022628,High,173.2455547666667,12.9824076,77.5950258
unplanned,vehicle_breakdown,bmtc_bus,False,0,1,2,5,78.76834367368684,High,146.52093861666665,12.9433456,77.6976304
unplanned,vehicle_breakdown,auto,False,1,1,2,9,78.69442225924503,Low,71.3522737,12.942454,77.622838
unplanned,vehicle_breakdown,bmtc_bus,False,1,1,2,32,78.68514147348287,High,60.92918598333333,13.0565039,77.5943245
unplanned,vehicle_breakdown,heavy_vehicle,False,2,1,2,19,78.65378433515194,Low,13.084823283333332,12.9170307,77.5858757
unplanned,vehicle_breakdown,heavy_vehicle,False,0,1,2,10,78.61131674208204,High,134.45120595,12.9502206,77.5372872
unplanned,tree_fall,Unknown,True,0,2,3,17,0.0,High,2.43262325,13.0652888,77.5949258
unplanned,vehicle_breakdown,bmtc_bus,False,3,1,2,25,78.67614490320577,High,128.14115995,12.9762648,77.5986619
unplanned,procession,Unknown,False,1,1,2,9,78.68843342335451,High,143.87011038333333,12.9213343,77.6202852
unplanned,vehicle_breakdown,bmtc_bus,False,1,2,3,37,78.61000005430233,High,151.87655228333333,12.9832297,77.5304318
unplanned,tree_fall,Unknown,False,4,1,2,16,78.66927227883305,High,5.319179283333333,13.0192181,77.5844982
unplanned,vehicle_breakdown,heavy_vehicle,False,2,1,2,6,78.60657269104559,High,144.54204118333334,13.0407726,77.5172982
unplanned,vehicle_breakdown,others,False,4,1,2,27,78.66158451702523,High,10.573021983333332,12.8905851,77.598181
planned,construction,Unknown,False,4,1,2,29,78.77559509321001,High,219.34220635000003,12.9693674,77.7006428
unplanned,pot_holes,Unknown,False,4,1,2,25,78.68088313989837,High,6152.181960116666,12.9807943,77.6027084
unplanned,others,Unknown,False,5,1,2,5,78.77490345348606,Low,9602.6987853,12.9363555,77.7054446
unplanned,vehicle_breakdown,private_car,False,22,1,3,28,78.81749845991666,Low,176.22493225000002,12.945254,77.7471444
unplanned,vehicle_breakdown,bmtc_bus,False,23,1,3,28,78.81425328890106,Low,171.68246485,12.9874677,77.7368137
unplanned,vehicle_breakdown,heavy_vehicle,False,2,2,3,32,78.68212938788618,High,42.808719616666664,13.0418851,77.5937286
unplanned,pot_holes,Unknown,False,2,2,3,25,78.712952719211,High,6055.445460133333,12.9609276,77.6385425
planned,construction,Unknown,False,2,2,3,11,78.72942526637107,High,65.12930586666667,12.9593323,77.6555092
unplanned,vehicle_breakdown,lcv,False,4,1,2,30,78.63796783317773,High,29.313123233333332,13.0199453,77.5526338
unplanned,vehicle_breakdown,private_bus,False,5,1,2,30,78.6222169773806,Low,28.757253133333332,13.0539229,77.5309493
unplanned,pot_holes,Unknown,False,5,1,2,37,78.6100340449903,Low,8.787234383333333,12.9761446,77.5316524
unplanned,vehicle_breakdown,bmtc_bus,False,6,1,2,13,78.679007449437,Low,83.15464336666668,13.1841605,77.5665142
planned,public_event,Unknown,False,22,2,2,16,78.66723362449066,High,420.00032358333334,13.00995617,77.58398473
unplanned,vehicle_breakdown,heavy_vehicle,False,2,1,2,11,78.7320443456886,High,163.09393586666664,12.989485,77.6531267
unplanned,vehicle_breakdown,bmtc_bus,False,2,1,2,0,78.66398366478326,High,157.17940493333333,12.966567,77.5879531
unplanned,vehicle_breakdown,bmtc_bus,False,3,1,2,10,78.58616375754889,High,163.78050091666668,12.9358133,77.5141914
unplanned,vehicle_breakdown,heavy_vehicle,False,3,2,3,9,78.71322495699228,High,27.226691233333334,12.9220685,77.6452956
unplanned,vehicle_breakdown,truck,False,1,2,3,11,78.72656515696539,High,128.77064555,12.9865387,77.6480642
unplanned,others,Unknown,False,5,1,2,4,78.71339870952609,High,12.875253266666666,13.0380851,77.6260747
unplanned,vehicle_breakdown,truck,False,1,2,3,11,78.72754687739732,High,133.99179475,12.9871483,77.6489576
unplanned,vehicle_breakdown,others,False,2,1,2,11,78.73233465784406,High,165.98254469999998,12.9896694,77.6533902
unplanned,vehicle_breakdown,private_car,False,4,1,2,5,78.7363384820615,High,148.45406741666665,12.92213,77.6687167
unplanned,others,Unknown,True,4,2,3,24,8.248157369170989e-05,Low,5.628986,12.9758543,77.5880734
unplanned,vehicle_breakdown,bmtc_bus,False,3,1,2,10,78.58604109559919,High,179.18649109999998,12.9358519,77.5140606
unplanned,vehicle_breakdown,lcv,False,3,1,2,6,78.60631438509864,High,179.66782331666667,13.0413026,77.5169471
unplanned,vehicle_breakdown,private_car,False,4,1,2,32,78.67457423351091,High,154.92692756666665,13.0325034,77.5876439
unplanned,Debris,Unknown,True,4,2,3,24,0.0004980488028334853,Low,4.1687631666666665,12.9758374,77.5880549
unplanned,vehicle_breakdown,private_bus,False,4,2,3,37,78.58928216874735,High,33.10196215,12.9888459,77.5084844
unplanned,vehicle_breakdown,lcv,False,4,2,3,32,78.69093527552141,High,64.03415151666667,13.0436361,77.6023637
unplanned,vehicle_breakdown,private_bus,False,4,2,3,9,78.72157684661128,High,132.37441118333334,12.923815,77.6534717
unplanned,vehicle_breakdown,lcv,False,1,2,3,4,78.7127010567403,High,167.15465033333334,13.0414817,77.6247967
unplanned,vehicle_breakdown,private_car,False,6,1,2,10,78.61588074591985,High,21.942551483333332,12.9529107,77.5414651
unplanned,others,Unknown,False,7,1,2,38,78.66852908047319,High,4.0151320833333335,12.9900024,77.5886416
unplanned,vehicle_breakdown,bmtc_bus,True,6,1,2,1,0.09999722250247942,Low,24.017036116666667,13.084527,77.5502631
unplanned,vehicle_breakdown,private_car,False,7,1,2,10,78.6155987171873,High,9.573403983333332,12.9523244,77.5412771
unplanned,accident,Unknown,False,6,1,2,20,78.80856629006733,Low,105.65676060000001,13.0281789,77.7242348
unplanned,others,Unknown,False,7,1,2,38,78.66852752611564,High,3801.1654629,12.9900342,77.5886347
unplanned,congestion,Unknown,False,7,1,2,4,78.71018600045666,High,70.36932494999999,13.0414031,77.6222596
unplanned,congestion,Unknown,False,5,2,3,32,78.671993919932,High,173.19453563333335,13.0444526,77.5830193
unplanned,vehicle_breakdown,heavy_vehicle,False,4,2,3,19,78.65501719605251,Low,14.661656416666666,12.9171408,77.5871072
unplanned,vehicle_breakdown,lcv,False,3,2,3,14,78.53296072978755,Low,135.17570483333333,13.0752051,77.4368448
unplanned,tree_fall,Unknown,False,5,2,3,16,78.66868408446156,High,8.9954103,13.018395,77.5840399
unplanned,pot_holes,Unknown,False,5,2,3,27,78.65991140362554,High,14.030444166666665,12.8910333,77.5964105
unplanned,tree_fall,Unknown,False,5,2,3,16,78.66865827094094,High,20.392190566666667,13.0184029,77.5840124
unplanned,congestion,Unknown,False,5,1,2,32,78.67300504505965,High,149.77628365,13.0435974,77.5841884
unplanned,accident,Unknown,False,5,1,2,4,78.71439078394442,High,115.06617838333334,13.0367756,77.6273006
unplanned,vehicle_breakdown,bmtc_bus,False,8,1,2,0,78.67100650726536,High,35.984966,12.9630288,77.5956645
unplanned,vehicle_breakdown,private_car,False,6,2,3,4,78.71679509196741,High,64.50658928333333,13.0301289,77.6308545
unplanned,vehicle_breakdown,lcv,False,6,1,2,29,78.78130464614699,High,166.66679155,12.9563017,77.7086109
unplanned,vehicle_breakdown,heavy_vehicle,False,9,1,2,13,78.73081277310638,High,488.48221209999997,13.1572853,77.6236222
unplanned,vehicle_breakdown,bmtc_bus,False,6,1,2,20,78.76715179959122,Low,134.56034203333334,13.0058036,77.6859915
unplanned,vehicle_breakdown,lcv,False,6,1,2,10,78.58990228499658,High,158.91012866666668,12.9362539,77.5179081
planned,procession,Unknown,False,9,1,2,9,78.69011496648378,Low,84.93478638333333,12.8965845,77.6261058
unplanned,vehicle_breakdown,heavy_vehicle,False,3,2,3,11,78.7179912148243,High,171.82727236666668,12.9839208,77.639809
unplanned,water_logging,Unknown,False,6,2,3,10,78.6272233073895,High,1341.8618811666668,12.9573525,77.5522228
unplanned,water_logging,Unknown,False,6,2,3,38,78.66569330571328,High,3913.5393301,12.9960033,77.5847614
unplanned,vehicle_breakdown,bmtc_bus,False,3,2,3,32,78.68538961391775,High,156.48854665,13.0695256,77.5923839
unplanned,vehicle_breakdown,heavy_vehicle,False,18,1,2,9,78.73270096053395,High,32.48256853333333,12.9201367,77.6653608
unplanned,pot_holes,Unknown,False,6,2,3,0,78.66309251091538,Low,6.312386200000001,12.9610117,77.5879778
unplanned,others,Unknown,True,11,1,2,33,0.00022548705062673305,High,425.94500785,13.0400366,77.5180661
unplanned,construction,Unknown,False,19,1,2,5,78.77496930912748,Low,65096.48493313333,12.9362033,77.7055367
unplanned,pot_holes,Unknown,False,19,1,2,11,78.71896021566175,High,16.976024183333333,12.9840515,77.6407696
unplanned,vehicle_breakdown,private_bus,False,18,1,2,10,78.61288104934964,High,160.54105303333333,12.9531384,77.5383858
unplanned,others,Unknown,True,19,1,2,31,4.928539337411316e-05,Low,3387.1390989,13.1021402,77.5863437
unplanned,others,Unknown,False,18,1,2,38,78.66179804012422,Low,23.302352616666667,12.9770336,77.5839872
unplanned,others,Unknown,False,7,2,3,19,78.65276351562105,Low,8.379920266666666,12.9233102,77.5837951
unplanned,others,Unknown,False,7,2,3,20,78.7763674005203,Low,11101.561852583334,13.0083837,77.6949034
unplanned,vehicle_breakdown,others,True,19,1,2,39,0.00019300272018064825,Low,68.5452801,13.0198509,77.7095301
unplanned,others,Unknown,True,19,1,2,8,9.841351533076962e-05,High,29.043026983333334,12.9390527,77.6951755
unplanned,vehicle_breakdown,private_bus,False,18,1,2,20,78.7749704985133,Low,131.67328605,13.0082795,77.6935045
unplanned,vehicle_breakdown,heavy_vehicle,False,20,1,2,12,78.74609114235398,High,141.57489275,13.1764266,77.6358722
unplanned,others,Unknown,False,19,1,2,38,78.66862013099409,High,14674.77530215,12.9904439,77.58866
unplanned,vehicle_breakdown,heavy_vehicle,False,18,1,2,5,78.75907071873974,High,122.60212071666666,12.9342667,77.6897417
unplanned,water_logging,Unknown,False,6,4,12,25,78.68573811282677,Low,118162.02388696668,12.9934216,77.6055177
unplanned,vehicle_breakdown,bmtc_bus,True,5,2,3,15,3.0267639488911088e-05,High,134.9035206,12.9842912,77.6415911
unplanned,congestion,Unknown,False,4,2,3,4,78.70498875341576,High,178.30087143333333,13.0411978,77.617024
planned,construction,Unknown,False,20,1,2,29,78.7756543835041,High,661.9717744000001,12.9692752,77.7007183
unplanned,vehicle_breakdown,bmtc_bus,False,6,2,3,38,78.66400950402235,High,142.91825756666668,12.9928517,77.583582
unplanned,vehicle_breakdown,private_bus,False,7,2,3,10,78.60802374341638,High,170.55501155,12.9478027,77.5343524
unplanned,water_logging,Unknown,False,4,1,11,4,78.73611662282316,Low,5.967952933333334,13.0539184,77.6464505
unplanned,vehicle_breakdown,bmtc_bus,False,7,2,3,20,78.79207923229252,Low,87.93819838333334,13.0195099,77.7089706
unplanned,pot_holes,Unknown,False,11,3,12,25,78.68582904871077,Low,129385.72711038333,12.9934019,77.6056132
unplanned,vehicle_breakdown,taxi,False,20,1,2,6,78.58927912177664,Low,162.50336613333332,13.0483877,77.4984798
planned,construction,Unknown,True,21,1,2,24,0.0011068698366534814,High,15958.096357216667,12.9641735,77.5698015
unplanned,vehicle_breakdown,truck,False,6,2,3,30,78.61370640752986,Low,140.80287993333334,13.021234,77.5278163
unplanned,vehicle_breakdown,heavy_vehicle,False,20,1,2,34,78.73753930225477,Low,169.89685436666664,12.8212964,77.6866427
unplanned,vehicle_breakdown,heavy_vehicle,False,19,1,2,22,78.6864889492981,High,137.42177654999998,13.0729325,77.5929248
unplanned,water_logging,Unknown,False,21,1,2,25,78.6838995425705,High,36.62754271666667,12.975208,77.6067009
unplanned,vehicle_breakdown,heavy_vehicle,False,21,1,2,22,78.68691392127201,Low,60.7612059,13.0996569,77.5888485
unplanned,congestion,Unknown,False,21,1,2,4,78.71052407517331,High,239.64730735,13.0414252,77.6225987
unplanned,vehicle_breakdown,truck,False,6,2,3,30,78.6138949285321,Low,149.11694541666665,13.0211653,77.528019
unplanned,vehicle_breakdown,bmtc_bus,True,22,1,2,24,0.00030443238986385196,High,33.7481427,12.9630808,77.5850315
unplanned,vehicle_breakdown,heavy_vehicle,False,20,1,2,30,78.63622638339251,High,143.61473213333332,13.041632,77.5472239
unplanned,vehicle_breakdown,bmtc_bus,False,8,2,3,5,78.74049140898909,High,3.438007116666667,12.9240053,77.6726147
unplanned,pot_holes,Unknown,False,9,2,3,10,78.62794343942761,Low,24.8920493,12.9383153,77.5561312
unplanned,vehicle_breakdown,bmtc_bus,True,6,2,3,7,1.0547511555416732e-05,Low,162.28430811666667,12.9026862,77.6274406
unplanned,vehicle_breakdown,private_bus,False,22,1,2,38,78.64918855325034,Low,158.43325675,12.97929,77.570825
unplanned,vehicle_breakdown,bmtc_bus,False,23,1,2,6,78.6045540633788,High,114.61165955,13.0420868,77.5150301
unplanned,vehicle_breakdown,bmtc_bus,False,7,2,3,25,78.69215835300518,Low,125.27330448333333,12.9999665,77.6109313
unplanned,vehicle_breakdown,private_bus,False,13,2,3,29,78.77168794968728,High,587.0149603166667,12.9516408,77.6996385
unplanned,vehicle_breakdown,taxi,False,0,2,2,32,78.68596776089142,High,128.01463083333334,13.0709533,77.5927297
unplanned,vehicle_breakdown,lcv,False,23,1,2,25,78.68328910137441,High,95.59044068333333,12.9665042,77.6075367
unplanned,vehicle_breakdown,bmtc_bus,False,2,2,2,9,78.69445422052392,High,11.978534966666667,12.906819,77.6288036
unplanned,vehicle_breakdown,bmtc_bus,False,3,2,2,37,78.58618783134808,High,24.230427033333335,12.9900274,77.5051489
unplanned,vehicle_breakdown,lcv,False,4,2,2,32,78.6763005997197,High,150.30666796666668,13.035842,77.5888336
unplanned,vehicle_breakdown,private_bus,True,23,1,2,39,9.726664382251575e-05,Low,173.45444045000002,13.0200667,77.7093307
unplanned,vehicle_breakdown,bmtc_bus,False,23,1,2,0,78.66441806408271,High,166.51570428333335,12.9672379,77.5882814
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,3,10,78.62603448849465,High,22.2925063,12.9571556,77.5510504
planned,construction,Unknown,False,2,2,2,5,78.77473773829432,Low,8953.642326633333,12.936245,77.705295
unplanned,construction,Unknown,False,4,2,2,4,78.71288220727163,High,28482.065584783333,13.0384677,77.6254867
unplanned,others,Unknown,False,19,2,3,22,78.68650127396836,High,76.19267445,13.0716765,77.5931489
unplanned,water_logging,Unknown,False,5,2,2,29,78.77146002611784,High,7.9287190999999995,12.9496407,77.6997408
unplanned,construction,Unknown,False,5,2,2,4,78.74361624720325,Low,4.493766916666667,13.0685935,77.651587
unplanned,vehicle_breakdown,bmtc_bus,False,4,2,2,5,78.76569435932505,High,109.25452874999999,12.9399901,77.6955035
unplanned,congestion,Unknown,False,4,2,2,4,78.71030852647999,High,126.55625681666668,13.0413361,77.6223951
planned,procession,Unknown,True,6,1,2,21,0.0031665696282589407,Low,1320.000315,12.9671627,77.61127353
unplanned,vehicle_breakdown,bmtc_bus,False,19,2,3,38,78.66442081339987,Low,120.75125401666666,12.9807501,77.5860247
unplanned,vehicle_breakdown,bmtc_bus,False,5,2,2,32,78.68499880973471,Low,89.55804773333332,13.0236136,77.599707
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,3,38,78.6630012777198,Low,20.751745183333334,12.9750333,77.5855417
unplanned,pot_holes,Unknown,False,6,2,2,32,78.66292152745852,High,65744.16665195,13.046263,77.5735151
unplanned,others,Unknown,False,6,2,2,20,78.80464405029433,Low,180.91462383333334,13.02652,77.7205359
unplanned,vehicle_breakdown,bmtc_bus,False,5,2,2,20,78.79195521540485,Low,62.105349333333336,13.0197621,77.7088026
unplanned,vehicle_breakdown,bmtc_bus,False,6,2,2,12,78.74590014312676,High,5.82426265,13.1758867,77.6357701
unplanned,road_conditions,Unknown,False,7,2,2,18,78.70549515657771,High,2.8481563666666667,12.8902017,77.6427567
unplanned,road_conditions,Unknown,False,7,2,2,18,78.70542937636836,High,1.3141017833333335,12.8901717,77.642695
unplanned,Fog / Low Visibility,Unknown,False,8,2,2,32,78.67033892438215,High,155.4892489,13.0458524,77.5811057
unplanned,construction,Unknown,False,20,2,3,4,78.73397486238316,Low,365.8859039833333,13.0483105,77.6452213
unplanned,vehicle_breakdown,bmtc_bus,False,5,2,2,5,78.7553985140293,High,175.8117238,12.9310893,77.6865479
unplanned,vehicle_breakdown,private_car,False,9,2,2,9,78.69353229051973,High,141.4602354,12.9092481,77.6274651
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,2,30,78.62869694235984,High,47.69705718333333,13.0333853,77.5409753
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,2,10,78.62422077988198,High,136.36915575,12.9568333,77.5492654
unplanned,vehicle_breakdown,lcv,False,6,2,2,11,78.72772677962361,High,121.3668557,12.9592132,77.6538071
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,2,10,78.62450140278658,Low,141.5549714,12.9609284,77.5488656
unplanned,construction,Unknown,False,20,2,3,29,78.77572052654682,High,9.037758166666666,12.9690359,77.7008253
unplanned,construction,Unknown,False,20,2,3,29,78.77567616845289,High,20.974774983333337,12.9693548,77.7007271
unplanned,vehicle_breakdown,truck,False,20,2,3,9,78.69098197053816,High,133.98533103333332,12.9150768,77.6239102
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,2,11,78.74066132985709,Low,171.33284906666668,12.9929044,77.6612914
unplanned,construction,Unknown,False,19,2,2,4,78.71316042793048,High,4766.704656566667,13.0379671,77.6258529
unplanned,pot_holes,Unknown,False,19,2,2,29,78.79026709811933,High,20766.258632616667,12.95563253,77.71780861
unplanned,vehicle_breakdown,heavy_vehicle,False,19,2,2,11,78.74056679919362,Low,168.15458113333335,12.9931223,77.6611591
unplanned,vehicle_breakdown,truck,False,20,2,3,6,78.6108702243177,High,127.07865918333333,13.0377323,77.5221675
unplanned,vehicle_breakdown,private_car,False,18,2,2,13,78.71124089400801,High,121.40956126666667,13.120385,77.6100183
unplanned,vehicle_breakdown,bmtc_bus,False,20,2,2,9,78.66681373437098,High,62.1592832,12.907183,77.600723
unplanned,pot_holes,Unknown,False,21,2,3,6,78.59864488221824,Low,14931.447880933332,13.0496604,77.5077631
