iter	TotalF1	MultiClass
887	0.7822041303	0.531060563
888	0.7823776084	0.5307214021
889	0.7823831769	0.5304839315
890	0.7825668784	0.5301845982
891	0.7831134927	0.5299530467
892	0.7832159524	0.52969124
893	0.7834267724	0.5295375373
894	0.7835892735	0.5291891048
895	0.7835892735	0.5289337944
896	0.7836257499	0.5287390327
897	0.7837681463	0.5284632907
898	0.7841230129	0.5281924964
899	0.7841230129	0.5279366844
900	0.7842544008	0.5275428388
901	0.7846402515	0.5272502642
902	0.7846402515	0.5269250043
903	0.7849834922	0.5264765292
904	0.7857186729	0.5261383479
905	0.7858929779	0.5258663043
906	0.786195559	0.525563902
907	0.7867245409	0.5251769101
908	0.7875134004	0.524807007
909	0.7875731103	0.5246332305
910	0.7876934073	0.5242691111
911	0.7876686025	0.5240082063
912	0.7879467952	0.5238003243
913	0.7881169602	0.5235019307
914	0.7881169602	0.5231367548
915	0.7883142411	0.5229178051
916	0.7884979039	0.5226651662
917	0.7890354638	0.5223791541
918	0.7893533896	0.5220287905
919	0.7895273407	0.5218256437
920	0.7893346265	0.52162064
921	0.7893533896	0.5213039464
922	0.7899771729	0.5210569291
923	0.7898150402	0.5208333677
924	0.7905071362	0.5204588394
925	0.7901780996	0.5202854055
926	0.7906809779	0.5201420751
927	0.7905442615	0.5199627566
928	0.7908427448	0.5195822925
929	0.7906874491	0.5193451781
930	0.7912173855	0.5191488249
931	0.7913418414	0.5188867449
932	0.7919994638	0.518457026
933	0.7925547858	0.5182410838
934	0.7925547858	0.5181821783
935	0.7925362765	0.5180217041
936	0.7930687691	0.5177283252
937	0.7930384811	0.5173977097
938	0.7928648196	0.5170283496
939	0.7928892076	0.5167198223
940	0.7934209829	0.5164123676
941	0.7934152257	0.5162800903
942	0.7935945524	0.5159532985
943	0.793762352	0.5156005271
944	0.794242462	0.5152162882
945	0.7945373902	0.5149571153
946	0.7947109141	0.5147084599
947	0.7947109141	0.5143506418
948	0.7949134832	0.5140537252
949	0.7955555052	0.5136194638
950	0.7954005635	0.513308112
951	0.7952121897	0.5130425412
952	0.7952455392	0.5127462076
953	0.7952455392	0.5123886984
954	0.7957473584	0.5120523264
955	0.7961225884	0.5118240789
956	0.7961225884	0.5116103331
957	0.7961225884	0.5114421509
958	0.7961556495	0.5111430725
959	0.7965076156	0.5108136426
960	0.7966478844	0.5105295653
961	0.7966478844	0.5103557514
962	0.796994139	0.5101977123
963	0.7971671996	0.5099714542
964	0.7971671996	0.509733558
965	0.7971492425	0.5094584833
966	0.7971671996	0.5091565633
967	0.7971811128	0.5089163185
968	0.7977335698	0.5085774191
969	0.7977514354	0.5083978695
970	0.7977514354	0.5081621536
971	0.7980647229	0.5078672581
972	0.7984075808	0.5076640054
973	0.79906114	0.5074346132
974	0.7987177253	0.5071749512
975	0.7993567831	0.5068330205
976	0.7995620469	0.5066266908
977	0.7998398104	0.5063952513
978	0.7997897647	0.5060648506
979	0.7999047544	0.5057705349
980	0.8004232684	0.5054154738
981	0.8007944301	0.5051982489
982	0.8009236859	0.5050331508
983	0.8011163217	0.5048292684
984	0.8017254805	0.5044711092
985	0.8015986238	0.5041765516
986	0.8020493091	0.5039737164
987	0.8019263544	0.5036991219
988	0.8022251881	0.5034571106
989	0.8024038894	0.5031133789
990	0.8019116477	0.5028541045
991	0.8022571051	0.5024788457
992	0.8022571051	0.5021124452
993	0.8022571051	0.501985771
994	0.8024297678	0.5016858227
995	0.8024514343	0.5014738086
996	0.8027967482	0.5013117799
997	0.8029375885	0.5011146615
998	0.8031101956	0.5009919978
999	0.8026241132	0.5006956054
1000	0.8027936567	0.5003692457
1001	0.803138822	0.5000355116
1002	0.8033113389	0.4997147939
1003	0.8034662505	0.4994094378
1004	0.804046999	0.4990624249
1005	0.8043950294	0.4987326388
1006	0.8047398527	0.4984948436
1007	0.8047398527	0.4983194485
1008	0.8047398527	0.4981197613
1009	0.8045674629	0.497863274
1010	0.8050532354	0.4976247318
1011	0.805231444	0.4973779388
1012	0.8053835	0.4972379958
1013	0.8059246885	0.4969132271
1014	0.8057280065	0.4966462742
1015	0.805549901	0.4964658279
1016	0.8057465699	0.4961345574
1017	0.8062559652	0.4959346974
1018	0.8062248367	0.4956336233
1019	0.8065521177	0.4952678776
1020	0.806724393	0.495157752
1021	0.8065493594	0.4949552577
1022	0.8070233823	0.4947230112
1023	0.807336896	0.4945131232
1024	0.8071928339	0.4942132695
1025	0.8071646329	0.4940183151
1026	0.8071587855	0.4937732697
1027	0.8075006329	0.4934992083
1028	0.807331065	0.4933170691
1029	0.8076754936	0.4929398845
1030	0.8075205125	0.4926203743
1031	0.8080341583	0.4923842398
1032	0.8082087982	0.492213835
1033	0.808893826	0.491868999
1034	0.8094215029	0.4916308656
1035	0.809094597	0.4912871051
1036	0.8090778508	0.4910848536
1037	0.8092302313	0.4908699303
1038	0.8095708864	0.4906245109
1039	0.8095708864	0.4903796766
1040	0.8095708864	0.4902359606
1041	0.8097483116	0.4899290055
1042	0.8093990525	0.4897037735
1043	0.8099032787	0.4894372667
1044	0.8107369173	0.4890388606
1045	0.8103766364	0.4887362546
1046	0.8104168394	0.4885071392
1047	0.8107603101	0.4883163056
1048	0.8116016719	0.487995091
1049	0.8117434493	0.4877292161
1050	0.8115773778	0.4873795528
1051	0.8115773778	0.48711531
1052	0.8120666799	0.4868142877
1053	0.8121809782	0.4865861842
1054	0.8126911761	0.4863315684
1055	0.8123754873	0.4860864843
1056	0.8125326554	0.4858513059
1057	0.812848441	0.4856405604
1058	0.8130472539	0.4854734557
1059	0.81305286	0.4850481557
1060	0.8128757636	0.484823739
1061	0.8128627113	0.484600594
1062	0.8130342041	0.484440979
1063	0.8131891159	0.4842587829
1064	0.8133638592	0.484122024
1065	0.81350578	0.4839370023
1066	0.8136772116	0.4836504783
1067	0.8136772116	0.4833970131
1068	0.8141975712	0.4832873943
1069	0.8135002764	0.4831851203
1070	0.8141748985	0.4828918913
1071	0.8138615547	0.4826586556
1072	0.8142269097	0.4824695016
1073	0.8143817824	0.4821441862
1074	0.8144094547	0.4818919885
1075	0.8145667197	0.4817025678
1076	0.8147380367	0.4814554737
1077	0.8147380367	0.4812819916
1078	0.8150805439	0.4809872313
1079	0.8154228824	0.4807292136
1080	0.8154228824	0.4804670757
1081	0.8154228824	0.4801900883
1082	0.8157923129	0.479897107
1083	0.8159600176	0.4796818926
1084	0.8159383552	0.4794173933
1085	0.8162884016	0.4791180634
1086	0.8162754987	0.4788440788
1087	0.8166039404	0.4785191473
1088	0.8164489128	0.4782622133
1089	0.8166039404	0.4780425448
1090	0.8164489128	0.477833452
1091	0.8166039404	0.4776127713
1092	0.8169146532	0.4772997936
1093	0.8169433919	0.4770807047
1094	0.8172564634	0.4768358993
1095	0.8170855792	0.4766105989
1096	0.8172588057	0.4763864069
1097	0.817429636	0.4762304051
1098	0.817429636	0.4760391266
1099	0.8177554686	0.4758337318
1100	0.8179262278	0.4756670272
1101	0.8177554686	0.4754766641
1102	0.8177554686	0.4752517609
1103	0.8183658025	0.4750504732
1104	0.8183351258	0.4747809523
1105	0.8181800396	0.4745741719
1106	0.8188155945	0.4743588161
1107	0.8189863574	0.4740337587
1108	0.8197139161	0.473840449
1109	0.8193724907	0.4736184025
1110	0.8193880403	0.4733825612
1111	0.8200551756	0.4730832156
1112	0.8203372681	0.4729133872
1113	0.8206709772	0.4727220083
1114	0.8206504619	0.4725535433
1115	0.8209761492	0.4723014786
1116	0.8210402654	0.4721574415
1117	0.821027684	0.4719316117
1118	0.8213361451	0.471694309
1119	0.8210383696	0.4713606808
1120	0.8210383696	0.4710571827
1121	0.8210556323	0.4708531953
1122	0.8216563192	0.4706184537
1123	0.822356542	0.4704579134
1124	0.8222014733	0.4703146847
1125	0.8218758683	0.4701135884
1126	0.8213516603	0.4698097743
1127	0.82150687	0.4695326828
1128	0.8221890111	0.4692522379
1129	0.8221782151	0.4690440578
1130	0.8232049871	0.4687148421
1131	0.8238693783	0.468411671
1132	0.8240543486	0.468140543
1133	0.8240359874	0.4679422994
1134	0.8243814129	0.4676797869
1135	0.8242260661	0.4674423416
1136	0.8245424797	0.4672931797
1137	0.825021357	0.4670291286
1138	0.825021357	0.4668776245
1139	0.8252201136	0.4667151125
1140	0.8253648764	0.4664508201
1141	0.8250308527	0.4661993698
1142	0.8253290064	0.4660822237
1143	0.8253271723	0.4658534249
1144	0.8253271723	0.46572186
1145	0.8258311213	0.4655310579
1146	0.8258294461	0.4652515228
1147	0.8258278868	0.4650717505
1148	0.8258278868	0.4648670401
1149	0.825805925	0.4646429172
1150	0.8256507138	0.4644160343
1151	0.8259846688	0.4642675338
1152	0.825824146	0.4640172383
1153	0.8261344856	0.4637820221
1154	0.826302984	0.4636067128
1155	0.8259885842	0.4634086204
1156	0.8259885842	0.4632833574
1157	0.8264728802	0.4629940128
1158	0.8264728802	0.4628762155
1159	0.8266427358	0.4627342382
1160	0.8271321934	0.4625363015
1161	0.8273272848	0.4623011941
1162	0.827303714	0.4619988896
1163	0.8276433257	0.4617786979
1164	0.8281361318	0.4614632462
1165	0.8283071247	0.4611420031
1166	0.8284767235	0.4608883269
1167	0.8286462822	0.4606346852
1168	0.8291547182	0.4603861154
1169	0.8293258385	0.4601388819
1170	0.8295134205	0.4599165594
1171	0.8296647324	0.4596936225
1172	0.8296559402	0.4594629613
1173	0.8299687682	0.4592536894
1174	0.8297993507	0.4590140121
1175	0.8296441936	0.458829905
1176	0.8298081405	0.4586352815
1177	0.8301238607	0.458395524
1178	0.8304767821	0.4581228309
1179	0.8304767821	0.4579928364
1180	0.8301369477	0.4577264775
1181	0.8303062968	0.4575753255
1182	0.8306448759	0.4572868655
1183	0.8310038917	0.4571728637
1184	0.8310038917	0.4570032341
1185	0.8314847353	0.4567707139
1186	0.8314847353	0.4564876051
1187	0.8316538712	0.4562370386
1188	0.8318240082	0.4561130943
1189	0.8314857981	0.455944764
1190	0.8314857981	0.4557057133
1191	0.8314857981	0.4555339228
1192	0.8314847353	0.4553187786
1193	0.8316549229	0.4551151636
1194	0.8316529353	0.4548372503
1195	0.831965716	0.454642095
1196	0.8323038389	0.4544608073
1197	0.8321347971	0.4543510556
1198	0.8326282103	0.4541337758
1199	0.8327971843	0.4539690758
1200	0.8328164688	0.4537347711
1201	0.83346714	0.4535533441
1202	0.8336169192	0.4533358913
1203	0.833764835	0.4532157249
1204	0.8340597881	0.4529867795
1205	0.8346974612	0.452723856
1206	0.8348663671	0.4523724296
1207	0.8350111117	0.452208024
1208	0.834997244	0.4519956823
1209	0.835166163	0.4518282346
1210	0.8350214048	0.4515499236
1211	0.835166163	0.4513664538
1212	0.8358706266	0.451176031
1213	0.8360064669	0.450869143
1214	0.8363438278	0.4505706902
1215	0.8371913724	0.4503612963
1216	0.8373635419	0.4502415122
1217	0.8378752312	0.4500082425
1218	0.8377068377	0.4497348424
1219	0.8378752312	0.4494696241
1220	0.8382168925	0.4492230419
1221	0.8378993373	0.4490136141
1222	0.8383569374	0.4488612923
1223	0.838177697	0.4485259003
1224	0.8385193371	0.4483624262
1225	0.8390399284	0.448158336
1226	0.8393393947	0.447818667
1227	0.8391842276	0.4475494215
1228	0.8391950608	0.4473404634
1229	0.8398436246	0.4470847891
1230	0.8396856461	0.4468353558
1231	0.839152489	0.4467087321
1232	0.8396569884	0.4464451881
1233	0.8398357634	0.4462444539
1234	0.8396619494	0.4460187506
1235	0.8401660528	0.4457970645
1236	0.8401787952	0.445581153
1237	0.8399980565	0.4453707341
1238	0.8401745608	0.445249801
1239	0.8408334323	0.4450044733
1240	0.8408334323	0.4447799353
1241	0.840866862	0.4445294635
1242	0.8410220378	0.4441923316
1243	0.841189875	0.4439412857
1244	0.840866862	0.4437231699
1245	0.8413576742	0.4436263296
1246	0.8411813014	0.4434783126
1247	0.8411813014	0.4433755871
1248	0.8411813014	0.4432522473
1249	0.8414936288	0.4429596161
1250	0.8415168964	0.4427417093
1251	0.8416713589	0.4425183468
1252	0.8417040338	0.442290553
1253	0.8420037942	0.4420672717
1254	0.8420037942	0.4419071424
1255	0.8421484003	0.4417125037
1256	0.8424845964	0.4414819774
1257	0.8426522963	0.4412514877
1258	0.8423168587	0.4410196117
1259	0.8424845964	0.4407139772
1260	0.8426522963	0.4405204971
1261	0.8426397587	0.4403377876
1262	0.842975141	0.4401104697
1263	0.8431427755	0.4399183603
1264	0.8431699652	0.4397546772
1265	0.8430023235	0.439500842
1266	0.8434927719	0.4392551334
1267	0.8434927719	0.4389966181
1268	0.8444756681	0.4388000527
1269	0.8448104137	0.4385337074
1270	0.8444750355	0.4382611312
1271	0.8444750355	0.4381111965
1272	0.8447976609	0.4380076071
1273	0.8448098009	0.4378121876
1274	0.8454548517	0.4376147518
1275	0.8456221238	0.4374946681
1276	0.8454426405	0.4372933921
1277	0.8456099597	0.4370625957
1278	0.8454426405	0.4367554729
1279	0.8456099597	0.4365734378
1280	0.8458998164	0.4363273073
1281	0.8455997385	0.4361315172
1282	0.8457670226	0.4359655859
1283	0.8459342694	0.4357924543
1284	0.8462686518	0.4355623426
1285	0.8465909792	0.4352816834
1286	0.8467363818	0.4350641199
1287	0.846903094	0.4348048797
1288	0.846912975	0.4346455705
1289	0.8470682271	0.4343117048
1290	0.8472353494	0.434054952
1291	0.8472540174	0.4337926523
1292	0.8472127929	0.4335975935
1293	0.8473990387	0.4334447729
1294	0.8473799369	0.4333257035
1295	0.8478783477	0.4330238603
1296	0.847856712	0.4328067053
1297	0.847856712	0.432613112
1298	0.8477116872	0.432449783
1299	0.847856712	0.4321950371
1300	0.8480238328	0.4319660953
1301	0.8478562888	0.4317354853
1302	0.8481685044	0.431506254
1303	0.8480234194	0.4313295296
1304	0.8485030371	0.4311174591
1305	0.8488151576	0.430890937
1306	0.8488251121	0.4306146083
1307	0.8484909932	0.4304384985
1308	0.8488035298	0.4302941984
1309	0.8488035298	0.4301504262
1310	0.8493045484	0.429894707
1311	0.8491375791	0.4297780042
1312	0.8489705729	0.4295564021
1313	0.8491563745	0.4293101694
1314	0.8496572825	0.4291402247
1315	0.8498241783	0.4289783759
1316	0.8501464405	0.4287270727
1317	0.8503152321	0.428538349
1318	0.8503152321	0.4284066156
1319	0.8501582633	0.4281706697
1320	0.8503301612	0.4278336211
1321	0.8504853156	0.4276129659
1322	0.8503183932	0.4274163965
1323	0.8506403983	0.427173176
1324	0.8509741518	0.4269255084
1325	0.8511409735	0.4266029746
1326	0.8513160052	0.4263756323
1327	0.8516495429	0.4261270039
1328	0.852304781	0.4259643721
1329	0.852304781	0.4258304448
1330	0.8519829344	0.4255885924
1331	0.8524502428	0.4253562376
1332	0.8526168683	0.4251887421
1333	0.8529500102	0.4249076599
1334	0.8531165267	0.4246794797
1335	0.8531277197	0.4246288412
1336	0.8529774031	0.4243938715
1337	0.8529774031	0.4242210691
1338	0.8531612955	0.4240141793
1339	0.85349416	0.4238261705
1340	0.8536397034	0.4236824717
1341	0.8536397034	0.4235550075
1342	0.8536221376	0.4234335233
1343	0.8538060929	0.4232981094
1344	0.8539724463	0.4230979076
1345	0.8542941203	0.4228936498
1346	0.8541387637	0.4226988646
1347	0.8544506471	0.4224729098
1348	0.8547567632	0.4223259097
1349	0.854601469	0.4221718375
1350	0.8549230468	0.4220290625
1351	0.8550830032	0.4218428805
1352	0.854916728	0.4217390516
1353	0.854777032	0.4215777849
1354	0.8550986042	0.4213629944
1355	0.8552492424	0.4212409584
1356	0.8552492424	0.421073872
1357	0.8550830032	0.4208568183
1358	0.8552492424	0.4207579221
1359	0.8555989942	0.4204971844
1360	0.8555989942	0.42033824
1361	0.8557477453	0.4200944903
1362	0.8559313119	0.4198614648
1363	0.8559313119	0.4196596994
1364	0.8557477453	0.4194367616
1365	0.8559313119	0.4192717304
1366	0.8561143159	0.4191238785
1367	0.8561143159	0.4188829717
1368	0.8561143159	0.4187002803
1369	0.8561143159	0.4184394913
1370	0.8564262531	0.4182645009
1371	0.8564262531	0.4180827045
1372	0.8565720897	0.4178558317
1373	0.8567381904	0.4176311766
1374	0.8568935587	0.4174350171
1375	0.856734545	0.4172665045
1376	0.8567381904	0.4170566637
1377	0.8565886974	0.4168675092
1378	0.8570761324	0.4167182504
1379	0.8572526999	0.4165483632
1380	0.857584795	0.4162838144
1381	0.8577507089	0.4160984307
1382	0.8579061101	0.4159394308
1383	0.8579109144	0.4157255696
1384	0.8580568285	0.4156378703
1385	0.8581979559	0.415484035
1386	0.8583427243	0.4152784025
1387	0.8587166813	0.4151257326
1388	0.8585563319	0.4148986615
1389	0.8590286487	0.4147493003
1390	0.8588578965	0.4145868771
1391	0.8595314553	0.4143529506
1392	0.8595417099	0.4141836568
1393	0.8598482567	0.4139991114
1394	0.8598329598	0.413821665
1395	0.859837976	0.4137511842
1396	0.8601796766	0.4135268843
1397	0.8605109556	0.4133940728
1398	0.8608420942	0.4132113738
1399	0.8610076109	0.412987703
1400	0.8613342814	0.4128559227
1401	0.8618115801	0.4126365589
1402	0.8616560195	0.4125389105
1403	0.8618214943	0.4123370388
1404	0.8616855784	0.4121098109
1405	0.8621627432	0.4119634417
1406	0.8619924663	0.4118136271
1407	0.8613402279	0.4117042876
1408	0.8619924663	0.411510518
1409	0.8622986453	0.4112703363
1410	0.862464147	0.4111019181
1411	0.8629799804	0.4109348423
1412	0.8630043666	0.410834793
1413	0.8630043666	0.410744942
1414	0.8636412901	0.41045232
1415	0.8633107046	0.410269462
1416	0.8629794883	0.4100793852
1417	0.8636601842	0.4098342671
1418	0.8639765862	0.4096072911
1419	0.8641369091	0.409460765
1420	0.8642972404	0.4093515151
1421	0.86430691	0.4091593036
1422	0.8646421442	0.4089480223
1423	0.8644770162	0.4087999489
1424	0.8644770162	0.4086255312
1425	0.86430691	0.4085251612
1426	0.8644860161	0.4083424402
1427	0.8644909599	0.4081840996
1428	0.8646561308	0.4079650166
1429	0.8646563138	0.4078637285
1430	0.8648214417	0.4076719795
1431	0.864971899	0.4074243602
1432	0.864971899	0.4072395338
1433	0.8651504996	0.4071241456
1434	0.8653156278	0.4068643745
1435	0.8654808548	0.4067022733
1436	0.8653157694	0.4064665223
1437	0.8656459059	0.406239397
1438	0.8658109227	0.4060408537
1439	0.8659759052	0.4058478216
1440	0.8661456494	0.4056843422
1441	0.866310554	0.4054190766
1442	0.866310554	0.4051573263
1443	0.866310554	0.4049673019
1444	0.8664754245	0.4047858261
1445	0.866310554	0.4046006514
1446	0.8667957612	0.4044726172
1447	0.8664843166	0.404333819
1448	0.8668188904	0.4040991577
1449	0.8668188904	0.4040578064
1450	0.8668188904	0.4038894241
1451	0.8674733683	0.4037289774
1452	0.8673086435	0.4035404029
1453	0.8671438848	0.403323498
1454	0.8673036403	0.4031192152
1455	0.8676332776	0.4029159007
1456	0.867468577	0.402736954
1457	0.8677979444	0.4025387881
1458	0.8679675931	0.4023827764
1459	0.8677979444	0.402205112
1460	0.8686117636	0.4019610572
1461	0.8681271766	0.4017783883
1462	0.8686481766	0.4016178406
1463	0.8684520013	0.4013875445
1464	0.8684470951	0.4011555527
1465	0.8690972115	0.4009987828
1466	0.8692213431	0.4008977543
1467	0.869532645	0.4007226799
1468	0.8699996035	0.4005742031
1469	0.8699996035	0.4004031627
1470	0.8699996035	0.4002148722
1471	0.8698351165	0.400111276
1472	0.8699996035	0.3999214431
1473	0.8701726158	0.3997271078
1474	0.8701902069	0.3995261957
1475	0.8705015249	0.3993559631
1476	0.8705015249	0.3991677908
1477	0.8705015249	0.3989949677
1478	0.8708302999	0.3987973205
1479	0.8708302999	0.3985952354
1480	0.8708302999	0.3983911011
1481	0.8711686671	0.3982220003
1482	0.871163753	0.397963355
1483	0.8710043992	0.3978304074
1484	0.8711736838	0.3975874092
1485	0.8713243968	0.3974377099
1486	0.8711551018	0.3972994401
1487	0.8713193877	0.3971521585
1488	0.8714750225	0.3969991813
1489	0.8714837423	0.3968527522
1490	0.8717950576	0.3967004648
1491	0.8718123384	0.3965639306
1492	0.8721147966	0.3963460356
1493	0.8714789067	0.3961568343
1494	0.8718245749	0.3959737438
1495	0.8721185815	0.3957586494
1496	0.8721135978	0.3955848591
1497	0.8720872745	0.3955085417
1498	0.8719494226	0.3953382542
1499	0.8726023434	0.395153834
1500	0.8722827055	0.3949638743
1501	0.8730858091	0.3947779929
1502	0.8729218073	0.394571137
1503	0.8730774052	0.3944016073
1504	0.873414174	0.3942458311
1505	0.8737421305	0.3940731993
1506	0.8737421305	0.3938823364
1507	0.8737674073	0.3936894369
1508	0.8737587819	0.3935441843
1509	0.8742550175	0.3932930105
1510	0.8744160048	0.3932065262
1511	0.8744160048	0.3930504886
1512	0.874592527	0.3929468893
1513	0.874592527	0.3927919703
1514	0.874592527	0.3925883904
1515	0.874423675	0.3924135021
1516	0.8745875462	0.3922799549
1517	0.8745875462	0.3921619574
1518	0.8747588026	0.3920000052
1519	0.8750983492	0.3918268829
1520	0.8749344925	0.3916558451
1521	0.8752787137	0.3914711331
1522	0.8752787137	0.3912515429
1523	0.8754425196	0.390989805
1524	0.8757533929	0.390870032
1525	0.8757533929	0.3906956078
1526	0.8754425196	0.3905037184
1527	0.8755896101	0.3903270165
1528	0.8755896101	0.3901548923
1529	0.8754206818	0.3900669082
1530	0.8759330323	0.3898569479
1531	0.8759330323	0.3896607029
1532	0.8760865992	0.3894884053
1533	0.8760865992	0.3893277694
1534	0.8765931235	0.389163935
1535	0.8767406345	0.3889788742
1536	0.8765718084	0.3888169197
1537	0.8770628721	0.3886684586
1538	0.8770628721	0.3885980474
1539	0.8768913314	0.3883324479
1540	0.8773659369	0.3881450483
1541	0.8772022646	0.3879482913
1542	0.8771918029	0.3878386631
1543	0.8772022646	0.3877209566
1544	0.8770281381	0.3876507618
1545	0.8773659369	0.3874535454
1546	0.8772022646	0.3872390536
1547	0.8772022646	0.3869985491
1548	0.8775346361	0.3868092887
1549	0.8778617825	0.3865737337
1550	0.8780253073	0.3864520446
1551	0.8780253073	0.3863367299
1552	0.8781726034	0.3861906624
1553	0.8783361052	0.3860302281
1554	0.8784836589	0.3858534154
1555	0.8784836589	0.3856962335
1556	0.8786471302	0.3855034156
1557	0.8786471302	0.3854007082
1558	0.8789739766	0.3852211315
1559	0.8784836589	0.3850548831
1560	0.8789739766	0.3848377446
1561	0.8789739766	0.3846848281
1562	0.8791373517	0.3845618294
1563	0.8786632676	0.3843510071
1564	0.8789900316	0.3842157505
1565	0.8791533655	0.3840103455
1566	0.8794856701	0.3838698583
1567	0.879307269	0.3837536383
1568	0.8794782272	0.3835200234
1569	0.8799522353	0.3834035034
1570	0.8798048505	0.3832448515
1571	0.8802787494	0.3830341381
1572	0.8804419587	0.3828989648
1573	0.8802664495	0.3826870443
1574	0.8802822759	0.3825079457
1575	0.8806188293	0.3823086404
1576	0.8807820306	0.3821119624
1577	0.88125585	0.3819369408
1578	0.8811083383	0.3817764124
1579	0.88125585	0.3816303559
1580	0.8814237793	0.3814344556
1581	0.8812606823	0.3812080492
1582	0.8819177437	0.3809731036
1583	0.8820653012	0.380765473
1584	0.881912881	0.3805722937
1585	0.8819177437	0.3803959206
1586	0.881912881	0.3802461199
1587	0.8820806963	0.3801277858
1588	0.8820806963	0.3799764213
1589	0.8820806963	0.3798097688
1590	0.8822282627	0.3796101613
1591	0.8822436175	0.3794957467
1592	0.8820806963	0.3793248268
1593	0.8823794353	0.3791658856
1594	0.8823794353	0.3790467816
1595	0.8827005035	0.3788550477
1596	0.8825375681	0.3787221424
1597	0.8830110176	0.3785254543
1598	0.8831891219	0.3783046758
1599	0.8830262803	0.3781516504
1600	0.8830262803	0.378018311
1601	0.8833519323	0.377830073
1602	0.8835147116	0.3776650221
1603	0.8835147116	0.3775605094
1604	0.8835229274	0.3773824671
1605	0.8841587665	0.3772488953
1606	0.8841587665	0.3770816091
1607	0.8839960734	0.3769606852
1608	0.8841587665	0.3768420047
1609	0.8838333493	0.3767063221
1610	0.8839960734	0.3765743372
1611	0.884306473	0.3763840118
1612	0.884306473	0.3762378073
1613	0.884306473	0.3761247088
1614	0.8844691437	0.3759821909
1615	0.8844691437	0.3758547437
1616	0.8844691437	0.3756965371
1617	0.8847943923	0.3755921104
1618	0.8849569704	0.3754150544
1619	0.8851046428	0.3753028322
1620	0.884942063	0.3751621
1621	0.8852671917	0.3750239039
1622	0.8851046428	0.3748658331
1623	0.884942063	0.374697259
1624	0.8851046428	0.3745673057
1625	0.8851046428	0.3744438299
1626	0.8852671917	0.3742346817
1627	0.8852671917	0.3740913798
1628	0.8854297099	0.3739694755
1629	0.8857399556	0.3738317289
1630	0.8857399556	0.3737389006
1631	0.8859085208	0.3736440137
1632	0.8857481248	0.3734290951
1633	0.8860644839	0.3732801058
1634	0.8860791704	0.3731186257
1635	0.8857607608	0.3730146933
1636	0.8862334577	0.3729080288
1637	0.8865582723	0.3727148956
1638	0.8868829648	0.3725624339
1639	0.8872180201	0.3724606092
1640	0.8872180201	0.372287327
1641	0.8875363495	0.3721005629
1642	0.8873740659	0.3719136808
1643	0.8876986027	0.3717693355
1644	0.8875425436	0.3716274413
1645	0.8878608257	0.3714920005
1646	0.8881851808	0.3713111893
1647	0.8880230183	0.3711767543
1648	0.8881851808	0.3711177069
1649	0.8881851808	0.3710047893
1650	0.8881851808	0.3709180852
1651	0.8880230183	0.3707639689
1652	0.8881744546	0.3705424197
1653	0.8883366357	0.3703728911
1654	0.8883366357	0.370309347
1655	0.8878608257	0.3702014787
1656	0.8880230183	0.3700924927
1657	0.8883473131	0.3698750881
1658	0.8881851808	0.3697525377
1659	0.8880230183	0.3696276886
1660	0.8880230183	0.3694049436
1661	0.8881851808	0.3692784761
1662	0.8881744546	0.3691798528
1663	0.8888145859	0.3689943316
1664	0.8889819534	0.3688207587
1665	0.888819757	0.3687630806
1666	0.8888145859	0.3686104268
1667	0.8889909453	0.3684612468
1668	0.8891441197	0.3682622152
1669	0.889315308	0.3680843964
1670	0.8898016265	0.3678675754
1671	0.8898016265	0.3677655989
1672	0.8896395504	0.3675738192
1673	0.889787386	0.3674174752
1674	0.889787386	0.3672726018
1675	0.889787386	0.3670820145
1676	0.8899494639	0.3669409731
1677	0.889787386	0.3668448232
1678	0.889787386	0.3666661833
1679	0.8901098734	0.3664676203
1680	0.8901239766	0.3663330889
1681	0.8902859808	0.366185363
1682	0.8902859808	0.3659816638
1683	0.8901239766	0.3658585373
1684	0.890447955	0.3656493145
1685	0.890447955	0.3655249001
1686	0.890447955	0.3654352034
1687	0.8909197532	0.3652598951
1688	0.8909197532	0.3650927173
1689	0.8909197532	0.3648803622
1690	0.8912434966	0.3647221563
1691	0.8913950351	0.3645857171
1692	0.8915464881	0.3644178383
1693	0.8913950351	0.3642458517
1694	0.8913845938	0.3640448834
1695	0.8917083528	0.3639118605
1696	0.8917083528	0.3638058169
1697	0.8917022577	0.3636691558
1698	0.8917022577	0.3635072589
1699	0.8917022577	0.3633830183
1700	0.8917022577	0.3631779883
1701	0.8918641287	0.3630052145
1702	0.8918641287	0.3628292236
1703	0.8918641287	0.3626748565
1704	0.8920259702	0.3624987703
1705	0.8920259702	0.3623828818
1706	0.8920215929	0.3622065459
1707	0.8920215929	0.362024159
1708	0.8923314606	0.3619172458
1709	0.8920215929	0.3617818621
1710	0.8920215929	0.3616060788
1711	0.8921882815	0.3615058316
1712	0.8924981696	0.3612977371
1713	0.8924981696	0.361131818
1714	0.8925042163	0.360955241
1715	0.8926599848	0.3607713423
1716	0.8929818198	0.3606640015
1717	0.892987842	0.3604417456
1718	0.8931435636	0.3602458573
1719	0.893305278	0.3601487787
1720	0.8934669631	0.3599694744
1721	0.8937767824	0.3598538798
1722	0.8937767824	0.359636816
1723	0.8939324901	0.3594805149
1724	0.8937708202	0.3593746773
1725	0.8937708202	0.3592497656
